Time,Ping (ms),Download (Mbit/s),Upload (Mbit/s)
2019-10-17T01:20:40.146788,22.529,28.25,5.92
2019-10-17T01:40:39.718558,22.794,28.21,5.92
2019-10-17T02:00:40.394177,22.002,26.60,5.94
2019-10-17T02:20:40.576589,22.35,27.42,5.96
2019-10-17T02:40:40.228701,22.401,28.84,5.95
2019-10-17T03:00:40.305524,22.502,28.29,5.99
2019-10-17T03:20:40.323584,22.965,28.21,5.83
2019-10-17T03:40:39.884759,22.535,28.61,6.02
2019-10-17T04:00:39.590482,23.462,28.21,5.90
2019-10-17T04:20:40.124054,23.766,27.78,5.93
2019-10-17T04:40:39.955443,24.18,28.54,6.02
2019-10-17T05:00:39.576568,22.567,28.09,5.96
2019-10-17T05:20:39.526344,22.184,28.29,5.89
2019-10-17T05:40:39.958957,22.454,28.94,5.98
2019-10-17T06:00:39.657603,23.309,27.57,6.03
2019-10-17T06:20:40.091506,22.893,27.38,5.87
2019-10-17T06:40:39.536674,22.612,28.20,6.00
2019-10-17T07:00:42.937404,22.243,27.85,5.92
2019-10-17T07:20:39.919950,21.867,26.16,5.99
2019-10-17T07:40:40.068953,21.989,27.63,6.00
2019-10-17T08:00:39.652759,22.672,27.16,6.00
2019-10-17T08:20:39.472719,22.672,27.01,6.03
2019-10-17T08:40:40.196192,22.494,27.89,6.01
2019-10-17T09:00:39.931969,22.303,26.92,5.92
2019-10-17T09:20:39.686632,23.36,27.91,6.01
2019-10-17T09:40:40.820644,21.99,26.91,5.94
2019-10-17T10:00:39.451466,22.51,27.10,5.90
2019-10-17T10:20:40.614982,22.719,28.19,5.96
2019-10-17T10:40:40.287626,22.19,27.40,5.80
2019-10-17T11:00:39.867401,22.097,27.71,5.96
2019-10-17T11:20:39.817300,22.521,27.97,6.03
2019-10-17T11:40:39.513190,22.702,27.14,5.98
2019-10-17T12:00:39.982001,22.227,27.65,5.92
2019-10-17T12:20:40.146887,21.968,27.65,5.93
2019-10-17T12:40:39.843002,22.581,27.73,5.89
2019-10-17T13:00:39.483661,23.763,28.46,6.00
2019-10-17T13:20:39.747171,22.427,25.99,6.00
2019-10-17T13:40:40.076115,22.394,27.74,6.00
2019-10-17T14:00:40.114434,22.493,27.26,5.89
2019-10-17T14:20:40.120212,22.103,27.56,5.88
2019-10-17T14:40:39.623214,22.261,27.35,6.01
2019-10-17T15:00:40.293452,22.408,27.57,5.93
2019-10-17T15:20:40.193170,22.066,28.41,5.68
2019-10-17T15:40:39.782082,21.941,27.63,6.00
2019-10-17T16:00:39.489041,22.233,27.10,5.94
2019-10-17T16:20:50.248877,26.722,6.71,5.96
2019-10-17T16:40:40.163794,21.958,28.60,6.03
2019-10-17T17:00:40.087709,22.341,27.88,6.00
2019-10-17T17:20:40.036430,22.552,27.97,6.00
2019-10-17T17:40:39.870592,23.208,27.13,5.88
2019-10-17T18:00:39.989684,22.505,25.88,5.88
2019-10-17T18:20:39.882070,23.273,27.47,5.92
2019-10-17T18:40:39.706313,23.638,27.31,5.83
2019-10-17T19:00:40.981812,23.999,27.19,5.83
2019-10-17T19:20:39.972512,22.297,27.62,5.97
2019-10-17T19:40:39.451938,22.355,27.24,6.02
2019-10-17T20:00:39.925603,23.279,27.74,5.96
2019-10-17T20:20:39.989408,22.113,26.88,5.90
2019-10-17T20:40:39.767814,22.314,27.33,5.82
2019-10-17T21:00:40.992309,21.962,27.95,5.96
2019-10-17T21:20:40.256570,21.974,27.61,5.99
2019-10-17T21:40:39.984857,22.162,27.80,5.96
2019-10-17T22:00:39.687912,22.588,27.35,5.84
2019-10-17T22:20:39.690398,22.837,28.51,6.02
2019-10-17T22:40:40.766358,22.859,26.91,5.90
2019-10-17T23:00:40.593813,22.109,25.37,5.93
2019-10-17T23:20:39.391969,22.307,26.75,6.00
2019-10-17T23:40:40.064782,21.606,27.63,5.99
2019-10-18T00:00:39.762520,23.163,27.99,5.95
2019-10-18T00:20:39.676990,21.504,27.65,5.98
2019-10-18T00:40:40.376456,22.011,27.73,5.87
2019-10-18T01:00:40.183229,22.521,26.89,5.91
2019-10-18T01:20:39.917476,21.964,27.66,6.02
2019-10-18T01:40:39.432091,22.775,27.59,6.01
2019-10-18T02:00:40.513939,22.135,29.18,5.92
2019-10-18T02:20:39.775922,22.188,27.98,5.86
2019-10-18T02:40:39.489809,23.361,27.41,5.98
2019-10-18T03:00:40.174286,21.907,26.94,6.00
2019-10-18T03:20:40.081217,22.648,27.95,5.79
2019-10-18T03:40:39.880100,22.546,28.20,5.74
2019-10-18T04:00:39.631685,23.3,26.78,5.76
2019-10-18T04:20:39.686499,22.352,27.46,5.69
2019-10-18T04:40:40.509986,24.039,27.86,5.98
2019-10-18T05:00:40.213216,23.725,27.47,5.96
2019-10-18T05:20:40.263009,22.325,27.02,5.86
2019-10-18T05:40:39.957360,21.924,28.15,5.91
2019-10-18T06:00:39.418240,23.746,28.25,5.93
2019-10-18T06:20:40.295789,22.484,27.28,5.93
2019-10-18T06:40:40.048281,22.077,28.93,5.91
2019-10-18T07:00:42.403865,22.025,27.98,6.02
2019-10-18T07:20:40.524862,22.036,27.50,5.97
2019-10-18T07:40:40.202942,21.947,27.56,5.96
2019-10-18T08:00:39.884486,22.521,27.88,5.99
2019-10-18T08:20:40.050846,21.705,26.97,5.94
2019-10-18T08:40:39.914727,22.316,27.79,5.86
2019-10-18T09:00:39.789633,22.247,28.53,6.00
2019-10-18T09:20:39.849846,22.659,27.87,5.99
2019-10-18T09:40:39.972385,21.809,27.61,5.94
2019-10-18T10:00:40.225549,22.442,26.66,5.94
2019-10-18T10:20:40.155984,21.717,27.51,5.92
2019-10-18T10:40:39.797528,21.821,27.61,5.95
2019-10-18T11:00:39.690659,22.712,28.28,5.90
2019-10-18T11:20:39.616315,22.457,27.35,5.98
2019-10-18T11:40:40.732554,21.94,27.52,5.91
2019-10-18T12:00:40.863936,22.41,27.05,5.80
2019-10-18T12:20:39.594268,21.772,27.99,5.96
2019-10-18T12:40:40.303846,21.956,27.66,5.99
2019-10-18T13:00:40.118220,21.994,27.31,5.98
2019-10-18T13:20:40.217105,21.711,27.47,5.98
2019-10-18T13:40:39.960162,22.283,28.04,5.97
2019-10-18T14:00:40.180664,21.993,26.81,5.89
2019-10-18T14:20:40.884152,21.799,28.17,5.80
2019-10-18T14:40:39.302014,22.565,27.71,5.93
2019-10-18T15:00:39.975635,21.804,27.79,5.98
2019-10-18T15:20:40.033193,21.867,27.65,5.87
2019-10-18T15:40:39.849840,21.976,27.62,5.97
2019-10-18T16:00:39.527818,22.803,27.84,6.02
2019-10-18T16:20:39.177958,23.488,27.74,6.00
2019-10-18T16:40:40.261533,21.919,26.61,6.02
2019-10-18T17:00:40.614807,23.206,28.48,5.88
2019-10-18T17:20:39.749572,22.21,27.94,5.89
2019-10-18T17:40:40.437365,21.891,27.67,5.99
2019-10-18T18:00:39.950977,22.095,28.12,5.94
2019-10-18T18:20:39.945222,21.811,27.69,5.80
2019-10-18T18:40:39.886161,23.285,28.71,5.93
2019-10-18T19:00:39.751921,22.591,27.82,5.86
2019-10-18T19:20:40.021478,21.734,26.86,5.96
2019-10-18T19:40:39.844714,21.884,27.57,5.86
2019-10-18T20:00:39.396102,22.213,27.61,5.93
2019-10-18T20:20:41.779606,21.698,25.17,5.15
2019-10-18T20:40:39.461183,22.138,28.17,5.88
2019-10-18T21:00:40.068193,21.943,27.55,5.94
2019-10-18T21:20:43.711301,22.157,11.50,5.94
2019-10-18T21:40:45.818188,23.458,14.66,5.60
2019-10-18T22:00:45.259202,22.435,11.46,5.89
2019-10-18T22:20:40.371545,22.949,27.40,5.93
2019-10-18T22:40:40.985594,22.042,22.68,5.57
2019-10-18T23:00:39.935814,22.108,28.13,6.01
2019-10-18T23:20:39.913485,22.256,28.19,5.99
2019-10-18T23:40:39.976618,21.961,28.12,5.99
2019-10-19T00:00:39.562330,21.649,27.43,6.03
2019-10-19T00:20:39.553856,22.954,28.19,5.95
2019-10-19T00:40:40.386438,22.059,27.04,5.84
2019-10-19T01:00:40.361132,22.516,28.05,5.85
2019-10-19T01:20:40.473503,21.876,26.85,5.84
2019-10-19T01:40:40.203971,21.731,27.27,5.99
2019-10-19T02:00:40.032009,21.765,27.41,5.99
2019-10-19T02:20:40.418874,22.479,28.45,5.00
2019-10-19T02:40:42.388192,22.579,28.48,5.94
2019-10-19T03:00:41.325001,24.283,27.72,5.98
2019-10-19T03:20:42.476725,24.743,27.10,5.94
2019-10-19T03:40:41.874410,27.06,28.90,5.99
2019-10-19T04:00:43.965117,23.028,27.20,5.90
2019-10-19T04:20:44.139714,65.703,26.52,5.90
2019-10-19T04:40:41.329949,22.676,27.87,6.00
2019-10-19T05:00:43.572067,23.606,27.80,6.03
2019-10-19T05:20:43.957265,22.748,27.54,6.00
2019-10-19T05:40:40.729142,22.552,27.62,5.96
2019-10-19T06:00:45.202195,37.074,26.96,5.96
2019-10-19T06:20:43.394623,26.109,27.99,5.97
2019-10-19T06:40:44.481748,24.062,27.49,6.00
2019-10-19T07:00:47.249713,99.274,27.93,5.95
2019-10-19T07:20:42.752876,23.448,27.60,5.92
2019-10-19T07:40:45.944742,22.713,27.16,6.00
2019-10-19T08:00:41.779511,26.444,28.31,6.01
2019-10-19T08:20:42.190694,22.658,26.41,6.01
2019-10-19T08:40:43.412688,22.506,26.73,5.91
2019-10-19T09:00:43.475576,23.987,27.54,6.00
2019-10-19T09:20:41.159871,22.078,28.45,5.91
2019-10-19T09:40:44.131030,55.184,28.78,5.85
2019-10-19T10:00:40.166744,22.225,27.49,6.01
2019-10-19T10:20:41.758128,23.726,28.49,5.92
2019-10-19T10:40:41.582216,21.291,28.22,6.02
2019-10-19T11:00:44.830839,90.354,28.34,5.89
2019-10-19T11:20:42.087115,26.976,28.68,5.95
2019-10-19T11:40:47.508346,123.307,27.43,5.92
2019-10-19T12:00:43.271309,22.231,27.93,6.03
2019-10-19T12:20:41.173563,23.718,27.61,6.01
2019-10-19T12:40:42.447541,22.225,27.74,5.98
2019-10-19T13:00:44.421963,43.369,28.44,5.98
2019-10-19T13:20:44.417336,24.309,17.91,5.98
2019-10-19T13:40:41.743243,22.322,28.84,6.02
2019-10-19T14:00:41.614401,23.714,28.29,5.97
2019-10-19T14:20:43.461308,23.999,26.01,5.95
2019-10-19T14:40:44.667327,21.97,25.69,5.94
2019-10-19T15:00:42.082956,23.116,28.26,5.97
2019-10-19T15:20:41.214115,23.121,28.37,5.95
2019-10-19T15:40:43.674830,22.757,28.43,5.95
2019-10-19T16:00:45.462235,24.851,27.77,5.95
2019-10-19T16:20:40.847132,22.849,27.99,5.92
2019-10-19T16:40:42.478207,24.154,26.71,5.84
2019-10-19T17:00:44.313148,21.879,26.36,5.98
2019-10-19T17:20:41.075143,22.436,28.17,5.81
2019-10-19T17:40:41.170676,22.073,28.21,5.97
2019-10-19T18:00:41.984108,22.335,28.23,5.93
2019-10-19T18:20:41.656142,22.235,27.37,5.89
2019-10-19T18:40:41.357428,22.444,27.99,5.95
2019-10-19T19:00:40.609426,22.136,28.33,5.82
2019-10-19T19:20:40.880837,24.85,28.39,5.97
2019-10-19T19:40:39.977716,23.454,27.77,5.84
2019-10-19T20:00:40.001305,21.973,27.04,5.83
2019-10-19T20:20:41.716456,29.772,28.95,5.97
2019-10-19T20:40:42.331414,22.629,27.17,5.85
2019-10-19T21:00:41.071193,25.481,27.29,5.92
2019-10-19T21:20:45.357809,26.717,26.41,5.89
2019-10-19T21:40:40.839102,22.233,28.43,5.95
2019-10-19T22:00:41.151736,24.34,28.43,5.89
2019-10-19T22:20:43.031780,25.085,28.30,5.99
2019-10-19T22:40:41.139072,24.059,28.12,5.93
2019-10-19T23:00:42.873286,25.998,28.25,6.03
2019-10-19T23:20:45.407842,24.679,27.26,6.00
2019-10-19T23:40:45.616366,27.587,27.56,5.94
2019-10-20T00:00:42.817614,23.404,27.86,6.03
2019-10-20T00:20:43.349020,22.079,27.93,5.85
2019-10-20T00:40:44.508140,22.647,27.80,5.85
2019-10-20T01:00:43.910509,22.841,28.07,5.97
2019-10-20T01:20:43.346535,24.181,28.46,5.97
2019-10-20T01:40:46.465351,27.163,23.87,5.98
2019-10-20T02:00:44.952090,22.111,28.45,5.98
2019-10-20T02:20:42.184724,22.396,28.06,6.01
2019-10-20T02:40:40.967765,22.685,27.59,5.98
2019-10-20T03:00:39.772750,22.411,28.24,5.96
2019-10-20T03:20:40.154093,22.323,27.31,5.94
2019-10-20T03:40:44.518772,28.895,27.17,5.95
2019-10-20T04:00:44.944747,24.357,28.11,5.97
2019-10-20T04:20:41.609000,24.774,29.01,5.87
2019-10-20T04:40:44.073102,24.805,26.54,5.99
2019-10-20T05:00:45.324882,25.197,28.15,5.85
2019-10-20T05:20:42.448111,26.686,28.09,5.88
2019-10-20T05:40:44.499769,27.115,27.01,6.02
2019-10-20T06:00:42.241024,22.207,28.05,5.92
2019-10-20T06:20:43.954340,27.172,27.90,5.96
2019-10-20T06:40:40.960986,23.622,27.19,5.92
2019-10-20T07:00:44.518256,22.765,27.78,5.91
2019-10-20T07:20:41.025578,22.386,28.30,6.01
2019-10-20T07:40:43.412409,22.844,27.61,5.97
2019-10-20T08:00:41.466030,22.445,25.87,5.95
2019-10-20T08:20:41.105167,23.066,26.81,5.92
2019-10-20T08:40:41.494084,24.064,28.24,5.96
2019-10-20T09:00:42.462789,26.138,25.08,5.97
2019-10-20T09:20:42.399106,24.367,28.45,5.93
2019-10-20T09:40:40.559137,22.02,27.23,5.97
2019-10-20T10:00:41.457089,22.672,26.48,5.90
2019-10-20T10:20:42.515626,23.252,27.24,5.99
2019-10-20T10:40:40.901811,22.532,28.40,6.03
2019-10-20T11:00:40.335832,24.775,27.61,5.86
2019-10-20T11:20:41.629173,22.57,26.43,5.99
2019-10-20T11:40:44.936676,22.364,28.19,6.04
2019-10-20T12:00:41.517511,25.047,27.70,5.89
2019-10-20T12:20:42.727627,22.08,28.63,5.95
2019-10-20T12:40:42.644493,23.357,27.84,5.99
2019-10-20T13:00:46.009020,168.063,28.04,5.91
2019-10-20T13:20:42.688848,22.471,28.58,5.95
2019-10-20T13:40:41.249402,23.693,25.92,5.94
2019-10-20T14:00:41.677310,25.172,25.89,5.96
2019-10-20T14:20:40.345979,21.479,27.80,5.96
2019-10-20T14:40:42.670938,24.34,28.09,5.99
2019-10-20T15:00:41.786299,22.188,28.32,6.03
2019-10-20T15:20:51.762090,28.61,20.47,5.99
2019-10-20T15:40:44.016704,25.941,27.34,5.99
2019-10-20T16:00:42.812058,22.57,28.84,6.00
2019-10-20T16:20:42.717988,22.472,27.90,6.00
2019-10-20T16:40:42.215974,22.952,26.37,6.02
2019-10-20T17:00:40.809413,23.788,27.61,6.01
2019-10-20T17:20:42.197267,24.291,27.92,5.99
2019-10-20T17:40:40.698388,24.285,26.73,6.00
2019-10-20T18:00:42.718697,23.226,27.53,5.96
2019-10-20T18:20:41.697794,24.291,27.29,5.95
2019-10-20T18:40:42.387001,23.64,27.26,5.94
2019-10-20T19:00:42.120373,22.125,27.82,5.98
2019-10-20T19:20:47.124127,24.162,27.87,5.91
2019-10-20T19:40:43.241864,24.144,28.59,5.96
2019-10-20T20:00:42.216732,23.031,27.73,5.85
2019-10-20T20:20:41.892286,24.122,28.31,6.00
2019-10-20T20:40:42.290409,22.174,27.25,6.00
2019-10-20T21:00:44.432202,85.654,29.08,5.98
2019-10-20T21:20:42.130536,23.108,27.66,5.99
2019-10-20T21:40:43.417273,22.078,27.43,6.01
2019-10-20T22:00:43.400272,23.022,27.69,5.99
2019-10-20T22:20:41.497461,22.279,26.30,5.91
2019-10-20T22:40:42.268204,24.171,27.31,5.84
2019-10-20T23:00:40.959136,22.434,21.14,5.97
2019-10-20T23:20:42.475066,23.762,26.23,5.95
2019-10-20T23:40:42.203736,26.936,28.32,5.99
2019-10-21T00:00:42.201196,22.58,27.59,5.98
2019-10-21T00:20:41.757958,23.473,26.90,6.01
2019-10-21T00:40:41.720356,23.942,27.76,5.87
2019-10-21T01:00:42.431529,23.826,26.56,5.97
2019-10-21T01:20:43.103125,24.414,28.08,5.97
2019-10-21T01:40:41.370495,23.335,27.69,5.92
2019-10-21T02:00:43.749351,27.302,27.50,6.00
2019-10-21T02:20:40.709634,22.711,27.45,5.87
2019-10-21T02:40:41.749057,29.733,26.16,5.67
2019-10-21T03:00:40.369687,23.057,27.94,5.90
2019-10-21T03:20:40.613359,25.459,26.59,5.64
2019-10-21T03:40:40.595836,25.131,27.88,5.44
2019-10-21T04:00:40.620820,22.872,27.79,5.45
2019-10-21T04:20:41.805832,22.724,27.01,5.94
2019-10-21T04:40:40.274048,24.04,28.64,5.96
2019-10-21T05:00:41.078006,24.536,28.33,5.88
2019-10-21T05:20:41.971494,26.523,27.52,5.89
2019-10-21T05:40:40.094275,25.515,27.49,5.88
2019-10-21T06:00:40.910171,23.848,27.75,5.87
2019-10-21T06:20:43.327010,22.649,27.33,5.96
2019-10-21T06:40:41.850219,22.52,27.90,5.99
2019-10-21T07:00:48.379761,30.511,28.22,5.89
2019-10-21T07:20:43.352917,23.109,27.77,5.99
2019-10-21T07:40:42.357009,22.782,27.75,5.97
2019-10-21T08:00:42.740287,21.661,28.07,5.82
2019-10-21T08:20:43.380725,24.815,27.42,6.01
2019-10-21T08:40:41.636644,23.388,28.14,5.99
2019-10-21T09:00:43.199088,21.999,27.38,6.01
2019-10-21T09:20:43.606679,22.513,26.52,5.96
2019-10-21T09:40:43.258927,28.053,28.39,5.89
2019-10-21T10:00:42.346406,24.883,27.90,5.84
2019-10-21T10:20:44.496761,23.714,27.73,5.89
2019-10-21T10:40:43.647333,24.232,27.04,5.96
2019-10-21T11:00:42.321603,22.864,27.86,5.94
2019-10-21T11:20:42.395725,22.705,27.85,5.88
2019-10-21T11:40:44.350801,23.77,27.71,5.89
2019-10-21T12:00:40.622947,22.39,28.57,5.87
2019-10-21T12:20:44.164128,22.282,26.98,5.97
2019-10-21T12:40:40.792360,21.894,27.21,5.78
2019-10-21T13:00:42.390761,57.306,27.95,5.95
2019-10-21T13:20:42.490774,22.491,27.97,5.83
2019-10-21T13:40:43.142094,27.054,28.09,5.93
2019-10-21T14:00:42.041983,32.641,28.03,5.99
2019-10-21T14:20:42.493607,23.237,29.05,5.91
2019-10-21T14:40:40.440394,23.093,27.03,5.92
2019-10-21T15:00:42.926053,23.555,28.31,5.86
2019-10-21T15:20:40.734937,22.972,27.57,5.95
2019-10-21T15:40:42.815112,23.345,27.61,5.92
2019-10-21T16:00:42.634155,25.167,28.12,6.03
2019-10-21T16:20:42.615100,23.496,27.24,5.91
2019-10-21T16:40:43.470828,21.719,26.75,5.97
2019-10-21T17:00:41.764715,23.452,28.38,5.96
2019-10-21T17:20:40.766580,23.122,27.66,5.98
2019-10-21T17:40:46.590359,24.159,27.19,5.97
2019-10-21T18:00:43.413708,23.758,28.41,5.97
2019-10-21T18:20:43.059790,24.095,27.80,5.87
2019-10-21T18:40:43.710305,21.556,27.60,5.96
2019-10-21T19:00:45.144809,22.582,27.63,5.95
2019-10-21T19:20:45.332943,22.969,27.22,5.95
2019-10-21T19:40:45.556268,22.45,28.47,5.98
2019-10-21T20:00:43.747861,21.884,27.86,5.94
2019-10-21T20:20:43.297747,22.673,28.15,5.94
2019-10-21T20:40:45.351269,22.61,27.83,5.95
2019-10-21T21:00:42.025782,23.867,27.90,5.87
2019-10-21T21:20:42.041065,22.487,27.26,5.93
2019-10-21T21:40:42.806343,21.843,26.39,6.00
2019-10-21T22:00:41.606367,25.349,27.22,5.97
2019-10-21T22:20:49.989818,26.324,10.20,5.97
2019-10-21T22:40:53.442070,23.359,21.65,3.12
2019-10-21T23:01:05.659882,28.404,18.21,2.99
2019-10-21T23:20:40.523434,22.466,27.33,6.00
2019-10-21T23:40:41.428001,23.85,16.99,5.93
2019-10-22T00:00:42.271178,32.496,26.37,5.88
2019-10-22T00:20:40.807454,23.624,28.07,5.89
2019-10-22T00:40:39.992649,23.84,26.98,5.77
2019-10-22T01:00:40.310994,22.755,27.01,5.96
2019-10-22T01:20:41.322763,24.404,26.84,5.95
2019-10-22T01:40:40.610401,24.349,28.67,5.87
2019-10-22T02:00:42.121773,22.068,27.71,5.97
2019-10-22T02:20:42.516254,22.587,27.42,5.80
2019-10-22T02:40:42.521392,24.882,27.12,5.98
2019-10-22T03:00:46.512727,58.959,28.13,6.02
2019-10-22T03:20:44.970851,23.957,27.56,5.86
2019-10-22T03:40:40.934666,23.109,28.35,5.90
2019-10-22T04:00:40.987377,24.565,27.76,5.86
2019-10-22T04:20:40.993924,25.935,29.01,5.85
2019-10-22T04:40:40.577234,22.21,28.07,5.87
2019-10-22T05:00:41.230584,22.815,27.09,5.94
2019-10-22T05:20:40.274371,25.785,27.92,5.79
2019-10-22T05:40:40.609756,28.274,28.70,5.94
2019-10-22T06:00:42.107548,23.417,28.44,5.99
2019-10-22T06:20:41.307214,22.005,27.64,5.95
2019-10-22T06:40:40.711558,24.108,27.49,5.98
2019-10-22T07:00:43.860009,24.928,27.20,5.85
2019-10-22T07:20:42.958342,21.94,27.79,5.93
2019-10-22T07:40:41.258250,22.241,27.00,6.01
2019-10-22T08:00:43.494486,30.607,28.04,5.93
2019-10-22T08:20:43.125465,22.722,27.93,5.92
2019-10-22T08:40:43.901731,26.997,27.41,5.91
2019-10-22T09:00:45.707560,21.76,28.14,5.98
2019-10-22T09:20:45.837605,26.24,26.93,5.85
2019-10-22T09:40:42.736232,22.796,26.71,6.01
2019-10-22T10:00:40.686460,22.772,27.96,5.92
2019-10-22T10:20:41.236268,26.423,27.93,5.82
2019-10-22T10:40:41.826569,25.091,27.83,5.99
2019-10-22T11:00:42.810008,21.213,27.89,5.92
2019-10-22T11:20:44.633588,23.931,26.77,5.86
2019-10-22T11:40:45.759857,89.404,28.44,5.98
2019-10-22T12:00:44.102352,25.296,28.38,5.95
2019-10-22T12:20:43.630290,25.969,28.20,5.93
2019-10-22T12:40:46.759746,23.97,26.67,5.97
2019-10-22T13:00:43.490213,24.749,28.42,5.97
2019-10-22T13:20:41.869873,22.469,27.84,5.95
2019-10-22T13:40:43.218365,22.832,27.21,5.92
2019-10-22T14:00:42.487181,27.713,28.22,5.95
2019-10-22T14:20:43.678355,27.566,28.01,5.96
2019-10-22T14:40:42.355588,24.451,27.61,6.02
2019-10-22T15:00:43.176667,21.944,26.85,6.03
2019-10-22T15:20:40.347446,23.21,27.90,5.95
2019-10-22T15:40:43.860607,21.997,27.13,5.97
2019-10-22T16:00:41.398477,22.192,27.44,5.83
2019-10-22T16:20:46.190236,24.13,28.45,5.99
2019-10-22T16:40:42.244814,23.772,26.87,5.94
2019-10-22T17:00:43.323118,31.81,27.52,6.01
2019-10-22T17:20:41.370014,22.266,23.52,5.94
2019-10-22T17:40:40.839991,37.695,27.29,5.92
2019-10-22T18:00:40.052190,23.816,26.23,5.55
2019-10-22T18:20:40.608092,21.97,29.23,5.98
2019-10-22T18:40:40.595173,23.992,27.36,5.92
2019-10-22T19:00:40.510011,23.779,27.18,5.99
2019-10-22T19:20:40.268263,21.55,26.80,6.00
2019-10-22T19:40:39.806852,23.167,27.84,5.97
2019-10-22T20:00:40.876885,26.091,27.47,5.97
2019-10-22T20:20:41.177322,24.003,27.34,5.69
2019-10-22T20:40:40.316942,24.349,27.22,5.94
2019-10-22T21:00:42.726761,24.638,27.99,6.00
2019-10-22T21:20:41.519997,23.154,27.86,5.35
2019-10-22T21:40:42.467036,22.151,26.36,5.78
2019-10-22T22:00:43.294574,25.182,22.17,5.92
2019-10-22T22:20:41.682857,22.312,27.60,5.91
2019-10-22T22:40:42.655519,25.852,27.22,5.97
2019-10-22T23:00:41.549722,21.953,17.98,5.89
2019-10-22T23:20:42.925121,22.927,24.36,6.01
2019-10-22T23:40:42.448574,21.823,27.11,6.01
2019-10-23T00:00:43.127172,22.841,26.53,6.00
2019-10-23T00:20:42.745158,21.877,27.73,5.83
2019-10-23T00:40:45.350006,67.975,27.45,6.00
2019-10-23T01:00:43.414460,21.577,28.17,5.93
2019-10-23T01:20:45.514677,22.904,27.06,5.85
2019-10-23T01:40:41.700800,22.939,27.38,5.86
2019-10-23T02:00:41.288403,22.71,27.79,5.80
2019-10-23T02:20:40.597551,23.607,27.83,6.00
2019-10-23T02:40:42.138426,23.741,28.51,5.92
2019-10-23T03:00:41.811796,24.198,27.48,5.93
2019-10-23T03:20:41.697927,23.203,28.15,5.96
2019-10-23T03:40:40.590791,23.604,27.58,5.91
2019-10-23T04:00:41.452482,22.29,27.09,5.96
2019-10-23T04:20:40.731555,22.758,27.43,5.90
2019-10-23T04:40:41.465985,24.322,28.27,5.96
2019-10-23T05:00:40.760906,23.927,28.23,5.97
2019-10-23T05:20:40.537650,22.784,27.49,5.83
2019-10-23T05:40:41.585429,22.451,28.00,6.00
2019-10-23T06:00:40.998534,30.249,27.69,5.96
2019-10-23T06:20:40.894853,21.829,27.32,5.92
2019-10-23T06:40:41.923049,53.3,27.81,5.99
2019-10-23T07:00:43.857946,25.14,27.94,5.59
2019-10-23T07:20:42.754475,23.531,27.75,5.95
2019-10-23T07:40:43.820791,21.789,27.54,5.89
2019-10-23T08:00:44.917654,55.865,27.18,5.54
2019-10-23T08:20:43.977992,22.61,28.23,5.83
2019-10-23T08:40:41.325294,23.472,26.61,5.95
2019-10-23T09:00:41.207583,21.637,27.58,5.92
2019-10-23T09:20:44.265794,22.829,27.18,5.98
2019-10-23T09:40:42.539856,22.724,28.13,5.99
2019-10-23T10:00:43.846530,24.338,27.39,5.87
2019-10-23T10:20:40.929087,22.927,28.01,5.95
2019-10-23T10:40:43.516310,25.463,27.20,5.86
2019-10-23T11:00:45.628957,170.325,28.14,5.93
2019-10-23T11:20:41.394472,31.403,26.77,5.93
2019-10-23T11:40:42.999595,23.544,27.40,5.96
2019-10-23T12:00:40.345612,23.695,28.82,6.04
2019-10-23T12:20:45.894749,27.533,27.62,6.02
2019-10-23T12:40:41.509433,25.73,27.65,5.91
2019-10-23T13:00:41.608266,21.737,27.93,5.91
2019-10-23T13:20:42.396599,22.013,27.05,5.96
2019-10-23T13:40:42.428487,25.729,27.83,5.93
2019-10-23T14:00:43.256383,28.173,28.05,5.89
2019-10-23T14:20:44.117634,47.918,28.16,6.00
2019-10-23T14:40:40.724680,27.653,28.34,5.79
2019-10-23T15:00:42.879581,26.491,28.17,5.46
2019-10-23T15:20:42.500669,24.121,27.52,6.00
2019-10-23T15:40:42.037152,24.852,27.95,5.88
2019-10-23T16:00:45.421994,23.392,27.50,5.99
2019-10-23T16:20:46.392625,24.717,27.13,6.00
2019-10-23T16:40:50.476821,30.321,15.95,5.81
2019-10-23T17:00:52.591018,27.295,9.48,5.85
2019-10-23T17:20:51.847155,22.082,14.70,4.35
2019-10-23T17:40:50.676088,23.254,11.64,5.98
2019-10-23T18:00:44.459558,24.179,28.79,5.08
2019-10-23T18:20:43.309559,21.668,27.42,5.98
2019-10-23T18:40:43.246852,26.446,27.51,6.00
2019-10-23T19:00:43.217996,22.491,27.21,6.03
2019-10-23T19:20:44.212533,22.613,27.44,5.87
2019-10-23T19:40:42.956896,25.185,26.93,5.96
2019-10-23T20:00:43.269338,22.57,27.56,5.96
2019-10-23T20:20:46.702283,156.604,26.55,5.89
2019-10-23T20:40:45.103367,61.065,27.95,5.95
2019-10-23T21:00:43.117510,22.348,28.24,6.05
2019-10-23T21:20:45.930952,43.759,28.34,5.99
2019-10-23T21:40:45.587363,23.571,28.15,5.89
2019-10-23T22:00:45.989451,24.597,24.01,5.92
2019-10-23T22:20:45.257600,25.529,27.15,6.01
2019-10-23T22:40:42.020125,22.083,28.75,5.99
2019-10-23T23:00:46.879983,181.936,28.06,5.93
